line_id,direction,basis,anchor1_bar,anchor1_time,anchor1_price,anchor2_bar,anchor2_time,anchor2_price,created_bar,created_at,slope_per_minute,tolerance_price,touch_count,touch_bars,touch_confirmed_bars,status,broken_bar,broken_at,end_bar,end_time,displayed
down-155-168,down,close,155,2023-05-19T11:50:00,484.15,168,2023-05-19T12:03:00,448.55,170,2023-05-19T12:05:00,-2.738461538461536,2.42075,2,"[155, 168]","[157, 170]",broken,171,2023-05-19T12:06:00,171,2023-05-19T12:06:00,False
down-142-171,down,close,142,2023-05-19T11:37:00,513.4,171,2023-05-19T12:06:00,449.6,173,2023-05-19T12:08:00,-2.1999999999999984,2.5669999999999997,4,"[142, 148, 155, 171]","[144, 150, 157, 173]",broken,174,2023-05-19T12:09:00,174,2023-05-19T12:09:00,True
down-148-171,down,close,148,2023-05-19T11:43:00,498.4,171,2023-05-19T12:06:00,449.6,173,2023-05-19T12:08:00,-2.1217391304347806,2.492,3,"[148, 155, 171]","[150, 157, 173]",broken,174,2023-05-19T12:09:00,174,2023-05-19T12:09:00,False
down-155-171,down,close,155,2023-05-19T11:50:00,484.15,171,2023-05-19T12:06:00,449.6,173,2023-05-19T12:08:00,-2.159374999999997,2.42075,2,"[155, 171]","[157, 173]",broken,174,2023-05-19T12:09:00,174,2023-05-19T12:09:00,False
down-142-177,down,close,142,2023-05-19T11:37:00,513.4,177,2023-05-19T12:12:00,471.95,179,2023-05-19T12:14:00,-1.184285714285714,2.5669999999999997,2,"[142, 177]","[144, 179]",broken,181,2023-05-19T12:16:00,181,2023-05-19T12:16:00,False
down-148-177,down,close,148,2023-05-19T11:43:00,498.4,177,2023-05-19T12:12:00,471.95,179,2023-05-19T12:14:00,-0.912068965517241,2.492,2,"[148, 177]","[150, 179]",broken,181,2023-05-19T12:16:00,181,2023-05-19T12:16:00,False
down-155-177,down,close,155,2023-05-19T11:50:00,484.15,177,2023-05-19T12:12:00,471.95,179,2023-05-19T12:14:00,-0.554545454545454,2.42075,2,"[155, 177]","[157, 179]",broken,182,2023-05-19T12:17:00,182,2023-05-19T12:17:00,False
down-142-184,down,close,142,2023-05-19T11:37:00,513.4,184,2023-05-19T12:19:00,475.6,186,2023-05-19T12:21:00,-0.8999999999999989,2.5669999999999997,2,"[142, 184]","[144, 186]",broken,188,2023-05-19T12:23:00,188,2023-05-19T12:23:00,False
down-148-184,down,close,148,2023-05-19T11:43:00,498.4,184,2023-05-19T12:19:00,475.6,186,2023-05-19T12:21:00,-0.6333333333333321,2.492,2,"[148, 184]","[150, 186]",broken,188,2023-05-19T12:23:00,188,2023-05-19T12:23:00,False
down-155-184,down,close,155,2023-05-19T11:50:00,484.15,184,2023-05-19T12:19:00,475.6,186,2023-05-19T12:21:00,-0.294827586206895,2.42075,2,"[155, 184]","[157, 186]",broken,188,2023-05-19T12:23:00,188,2023-05-19T12:23:00,False
down-86-188,down,close,86,2023-05-19T10:41:00,554.7,188,2023-05-19T12:23:00,485.9,190,2023-05-19T12:25:00,-0.6745098039215693,2.7735000000000003,3,"[86, 188, 193]","[88, 190, 195]",broken,196,2023-05-19T12:31:00,196,2023-05-19T12:31:00,False
down-142-188,down,close,142,2023-05-19T11:37:00,513.4,188,2023-05-19T12:23:00,485.9,190,2023-05-19T12:25:00,-0.5978260869565217,2.5669999999999997,2,"[142, 188]","[144, 190]",broken,196,2023-05-19T12:31:00,196,2023-05-19T12:31:00,False
down-148-188,down,close,148,2023-05-19T11:43:00,498.4,188,2023-05-19T12:23:00,485.9,190,2023-05-19T12:25:00,-0.3125,2.492,2,"[148, 188]","[150, 190]",broken,197,2023-05-19T12:32:00,197,2023-05-19T12:32:00,False
down-86-193,down,close,86,2023-05-19T10:41:00,554.7,193,2023-05-19T12:28:00,480.3,195,2023-05-19T12:30:00,-0.6953271028037387,2.7735000000000003,4,"[86, 142, 188, 193]","[88, 144, 190, 195]",broken,196,2023-05-19T12:31:00,196,2023-05-19T12:31:00,True
down-142-193,down,close,142,2023-05-19T11:37:00,513.4,193,2023-05-19T12:28:00,480.3,195,2023-05-19T12:30:00,-0.6490196078431366,2.5669999999999997,3,"[142, 188, 193]","[144, 190, 195]",broken,196,2023-05-19T12:31:00,196,2023-05-19T12:31:00,False
down-188-193,down,close,188,2023-05-19T12:23:00,485.9,193,2023-05-19T12:28:00,480.3,195,2023-05-19T12:30:00,-1.1199999999999932,2.4295,2,"[188, 193]","[190, 195]",broken,196,2023-05-19T12:31:00,196,2023-05-19T12:31:00,False
down-50-200,down,close,50,2023-05-19T10:05:00,570.95,200,2023-05-19T12:35:00,521.2,202,2023-05-19T12:37:00,-0.33166666666666667,2.85475,3,"[50, 55, 200]","[52, 57, 202]",broken,205,2023-05-19T12:40:00,205,2023-05-19T12:40:00,True
down-55-200,down,close,55,2023-05-19T10:10:00,567.6,200,2023-05-19T12:35:00,521.2,202,2023-05-19T12:37:00,-0.31999999999999984,2.838,2,"[55, 200]","[57, 202]",broken,205,2023-05-19T12:40:00,205,2023-05-19T12:40:00,False
down-86-200,down,close,86,2023-05-19T10:41:00,554.7,200,2023-05-19T12:35:00,521.2,202,2023-05-19T12:37:00,-0.29385964912280704,2.7735000000000003,2,"[86, 200]","[88, 202]",broken,205,2023-05-19T12:40:00,205,2023-05-19T12:40:00,False
down-101-200,down,close,101,2023-05-19T10:56:00,523.1,200,2023-05-19T12:35:00,521.2,202,2023-05-19T12:37:00,-0.01919191919191896,2.6155,2,"[101, 200]","[103, 202]",broken,205,2023-05-19T12:40:00,205,2023-05-19T12:40:00,False
down-55-205,down,close,55,2023-05-19T10:10:00,567.6,205,2023-05-19T12:40:00,537.2,207,2023-05-19T12:42:00,-0.20266666666666652,2.838,2,"[55, 205]","[57, 207]",active,,,374,2023-05-19T15:29:00,False
down-86-205,down,close,86,2023-05-19T10:41:00,554.7,205,2023-05-19T12:40:00,537.2,207,2023-05-19T12:42:00,-0.14705882352941177,2.7735000000000003,2,"[86, 205]","[88, 207]",active,,,374,2023-05-19T15:29:00,False
down-205-211,down,close,205,2023-05-19T12:40:00,537.2,211,2023-05-19T12:46:00,509.5,213,2023-05-19T12:48:00,-4.616666666666674,2.6860000000000004,2,"[205, 211]","[207, 213]",broken,217,2023-05-19T12:52:00,217,2023-05-19T12:52:00,False
down-217-223,down,close,217,2023-05-19T12:52:00,489.45,223,2023-05-19T12:58:00,486.45,225,2023-05-19T13:00:00,-0.5,2.44725,2,"[217, 223]","[219, 225]",broken,237,2023-05-19T13:12:00,237,2023-05-19T13:12:00,False
down-205-238,down,close,205,2023-05-19T12:40:00,537.2,238,2023-05-19T13:13:00,489.4,240,2023-05-19T13:15:00,-1.4484848484848505,2.6860000000000004,2,"[205, 238]","[207, 240]",broken,251,2023-05-19T13:26:00,251,2023-05-19T13:26:00,False
down-211-238,down,close,211,2023-05-19T12:46:00,509.5,238,2023-05-19T13:13:00,489.4,240,2023-05-19T13:15:00,-0.7444444444444452,2.5475,2,"[211, 238]","[213, 240]",broken,255,2023-05-19T13:30:00,255,2023-05-19T13:30:00,False
down-217-238,down,close,217,2023-05-19T12:52:00,489.45,238,2023-05-19T13:13:00,489.4,240,2023-05-19T13:15:00,-0.0023809523809529224,2.44725,2,"[217, 238]","[219, 240]",broken,263,2023-05-19T13:38:00,263,2023-05-19T13:38:00,False
down-243-247,down,close,243,2023-05-19T13:18:00,459.55,247,2023-05-19T13:22:00,459.45,249,2023-05-19T13:24:00,-0.025000000000005684,2.29775,2,"[243, 247]","[245, 249]",broken,250,2023-05-19T13:25:00,250,2023-05-19T13:25:00,False
down-205-256,down,close,205,2023-05-19T12:40:00,537.2,256,2023-05-19T13:31:00,480.4,258,2023-05-19T13:33:00,-1.1137254901960798,2.6860000000000004,2,"[205, 256]","[207, 258]",broken,259,2023-05-19T13:34:00,259,2023-05-19T13:34:00,False
down-211-256,down,close,211,2023-05-19T12:46:00,509.5,256,2023-05-19T13:31:00,480.4,258,2023-05-19T13:33:00,-0.6466666666666672,2.5475,2,"[211, 256]","[213, 258]",broken,259,2023-05-19T13:34:00,259,2023-05-19T13:34:00,False
down-238-256,down,close,238,2023-05-19T13:13:00,489.4,256,2023-05-19T13:31:00,480.4,258,2023-05-19T13:33:00,-0.5,2.447,2,"[238, 256]","[240, 258]",broken,259,2023-05-19T13:34:00,259,2023-05-19T13:34:00,False
down-205-266,down,close,205,2023-05-19T12:40:00,537.2,266,2023-05-19T13:41:00,506.9,268,2023-05-19T13:43:00,-0.49672131147541093,2.6860000000000004,2,"[205, 266]","[207, 268]",active,,,374,2023-05-19T15:29:00,False
down-211-266,down,close,211,2023-05-19T12:46:00,509.5,266,2023-05-19T13:41:00,506.9,268,2023-05-19T13:43:00,-0.04727272727272769,2.5475,2,"[211, 266]","[213, 268]",active,,,374,2023-05-19T15:29:00,False
down-266-272,down,close,266,2023-05-19T13:41:00,506.9,272,2023-05-19T13:47:00,499.05,274,2023-05-19T13:49:00,-1.3083333333333276,2.5345,2,"[266, 272]","[268, 274]",active,,,374,2023-05-19T15:29:00,False
down-298-310,down,close,298,2023-05-19T14:13:00,424.4,310,2023-05-19T14:25:00,366.8,312,2023-05-19T14:27:00,-4.799999999999997,2.122,2,"[298, 310]","[300, 312]",broken,313,2023-05-19T14:28:00,313,2023-05-19T14:28:00,False
down-303-310,down,close,303,2023-05-19T14:18:00,377.15,310,2023-05-19T14:25:00,366.8,312,2023-05-19T14:27:00,-1.4785714285714238,1.8857499999999998,2,"[303, 310]","[305, 312]",broken,314,2023-05-19T14:29:00,314,2023-05-19T14:29:00,False
down-303-314,down,close,303,2023-05-19T14:18:00,377.15,314,2023-05-19T14:29:00,369.0,316,2023-05-19T14:31:00,-0.7409090909090889,1.8857499999999998,2,"[303, 314]","[305, 316]",broken,317,2023-05-19T14:32:00,317,2023-05-19T14:32:00,False
down-298-317,down,close,298,2023-05-19T14:13:00,424.4,317,2023-05-19T14:32:00,374.35,319,2023-05-19T14:34:00,-2.634210526315787,2.122,2,"[298, 317]","[300, 319]",broken,337,2023-05-19T14:52:00,337,2023-05-19T14:52:00,False
down-303-317,down,close,303,2023-05-19T14:18:00,377.15,317,2023-05-19T14:32:00,374.35,319,2023-05-19T14:34:00,-0.19999999999999676,1.8857499999999998,2,"[303, 317]","[305, 319]",active,,,374,2023-05-19T15:29:00,False
down-298-340,down,close,298,2023-05-19T14:13:00,424.4,340,2023-05-19T14:55:00,334.65,342,2023-05-19T14:57:00,-2.136904761904762,2.122,2,"[298, 340]","[300, 342]",broken,346,2023-05-19T15:01:00,346,2023-05-19T15:01:00,False
down-317-340,down,close,317,2023-05-19T14:32:00,374.35,340,2023-05-19T14:55:00,334.65,342,2023-05-19T14:57:00,-1.7260869565217412,1.87175,2,"[317, 340]","[319, 342]",broken,346,2023-05-19T15:01:00,346,2023-05-19T15:01:00,False
down-323-340,down,close,323,2023-05-19T14:38:00,351.0,340,2023-05-19T14:55:00,334.65,342,2023-05-19T14:57:00,-0.9617647058823543,1.755,2,"[323, 340]","[325, 342]",broken,346,2023-05-19T15:01:00,346,2023-05-19T15:01:00,False
down-298-346,down,close,298,2023-05-19T14:13:00,424.4,346,2023-05-19T15:01:00,332.85,348,2023-05-19T15:03:00,-1.9072916666666657,2.122,2,"[298, 346]","[300, 348]",active,,,374,2023-05-19T15:29:00,False
down-317-346,down,close,317,2023-05-19T14:32:00,374.35,346,2023-05-19T15:01:00,332.85,348,2023-05-19T15:03:00,-1.4310344827586208,1.87175,2,"[317, 346]","[319, 348]",active,,,374,2023-05-19T15:29:00,False
down-323-346,down,close,323,2023-05-19T14:38:00,351.0,346,2023-05-19T15:01:00,332.85,348,2023-05-19T15:03:00,-0.7891304347826077,1.755,2,"[323, 346]","[325, 348]",active,,,374,2023-05-19T15:29:00,False
down-340-346,down,close,340,2023-05-19T14:55:00,334.65,346,2023-05-19T15:01:00,332.85,348,2023-05-19T15:03:00,-0.29999999999999244,1.67325,2,"[340, 346]","[342, 348]",active,,,374,2023-05-19T15:29:00,False
down-360-367,down,close,360,2023-05-19T15:15:00,268.95,367,2023-05-19T15:22:00,262.0,369,2023-05-19T15:24:00,-0.9928571428571412,1.34475,2,"[360, 367]","[362, 369]",broken,371,2023-05-19T15:26:00,371,2023-05-19T15:26:00,False
down-360-371,down,close,360,2023-05-19T15:15:00,268.95,371,2023-05-19T15:26:00,263.85,373,2023-05-19T15:28:00,-0.4636363636363605,1.34475,2,"[360, 371]","[362, 373]",active,,,374,2023-05-19T15:29:00,False
